Sample,Prin1,Prin2,Prin3,Prin4
GA,0.00352801,-0.001059204,-0.000163005,0.00387765
GA,0.008664172,0.006463796,-0.001274334,0.008186683
GA,0.020638504,0.002565844,-0.000287343,0.002784116
GA,0.015355523,-8.16537E-05,-7.17151E-05,0.003171517
GA,0.013902,0.003078509,0.000178811,0.001689281
GA,-0.000765999,-0.015283785,-0.001917556,0.010142234
GA,0.002619549,-0.005343373,0.000609197,-0.001317136
GA,0.001635758,-0.000310606,0.00031395,0.001794659
GA,-0.013738934,0.004860075,0.001826897,-0.005867855
GA,0.009417566,-0.002181429,-0.000290936,0.004146579
GA,0.012828462,-0.000314658,0.000338162,0.002369412
GA,0.021789254,0.002669184,-0.000811637,0.004663671
GA,0.013942693,0.001394652,0.000848018,-0.001840513
GA,0.002631191,-0.003232756,0.000584186,-0.000963576
GA,0.005346303,0.00431536,0.000950914,-0.002437119
GA,0.013595482,-0.002010233,0.000595342,0.000165182
GA,0.014368502,-9.05021E-05,0.000365604,-0.000177469
GA,-0.005201018,-0.014322449,0.000383664,-2.97689E-05
GA,0.004003596,-0.00275255,2.75835E-05,0.001300068
GA,0.019710085,0.001130285,-0.00096263,0.00538792
GA,0.010471466,-0.004268928,0.000821909,-0.001673986
GA,0.006065852,0.008270127,0.000170642,0.001033653
GA,0.005888166,0.000959311,0.000970431,-0.00235355
GA,-0.002218393,-0.002506082,5.17461E-05,0.001513269
GA,0.021227136,0.003784557,-0.00072896,0.004232795
GA,0.003350814,-0.010363454,-8.41628E-05,0.001842647
GA,0.01309024,-0.001298578,-0.000515269,0.004242195
GA,0.012659456,-0.009735753,-0.000432022,0.003478779
GA,0.007977772,0.001775974,0.001705231,-0.003225078
GA,0.016277109,0.004563667,0.000460777,9.89173E-06
GA,0.011811578,-0.000853352,0.000265032,-0.00077995
GA,0.007867197,0.001254091,0.001022758,-0.001063516
GA,0.017975937,0.001513344,0.000311304,0.00167698
GA,-0.002691514,-0.010512136,-0.000128836,0.001205129
GA,-0.013393071,0.000866946,0.001000902,-0.003650614
GA,0.019436048,0.004186101,0.00012902,0.001686852
GA,0.012384533,0.002072614,-0.000389593,0.004227431
GA,0.002942531,-0.000411772,-0.000401055,0.003305005
GA,0.020068494,0.00125505,-0.00072156,0.004044095
GA,-0.010131388,0.006529592,-0.000668048,0.005123528
GA,-0.018050877,0.001019906,0.00156504,-0.003002391
GA,0.014412132,0.001108833,0.000524658,0.000122078
GA,0.015791301,0.003505182,0.000655864,-0.000582456
GA,0.007979973,0.000374147,-0.000395397,0.00375122
GA,0.018268061,0.000844288,-0.001068599,0.006628511
GA,0.021239888,0.002593172,-0.000891236,0.004754106
GA,-0.009468066,-0.011378861,-0.00221294,0.015512236
GA,0.009538194,0.008679414,0.000454944,0.000764366
GA,0.006389027,-0.004692948,0.000349856,-0.001472334
GA,0.004543231,0.011446922,0.000818796,-0.001642486
GA,0.019986803,-0.000716824,-0.000379534,0.003084257
GA,0.007451799,0.005308198,0.001842151,-0.005557479
GA,0.012094376,-0.000285114,0.000324784,0.000767712
GA,-0.002731532,0.00421445,0.001913583,-0.004281343
GA,-0.006043974,-0.003125782,3.52816E-05,0.002067713
GA,0.014103987,0.003738183,2.87365E-06,0.003459126
GA,0.018194032,-0.001469043,-0.000710979,0.004160887
GA,-0.002066859,0.004990025,0.000524358,-0.002620856
GA,0.017084452,0.003694562,-0.00052961,0.003675928
GA,0.011521945,0.000809599,5.52802E-05,0.002262922
GA,0.013760885,-0.002728023,-0.001242687,0.007362242
GA,-0.001533501,-0.002137557,0.00060302,-0.001240253
GA,0.020729966,0.003232475,0.000428602,0.000584041
GA,0.021229977,0.004282199,-0.001392828,0.007232106
GA,0.01986664,0.003345733,-0.000559183,0.003442494
GA,-0.01243402,0.004525126,0.002435407,-0.009425704
GA,-0.008812501,-0.002741427,8.83869E-05,0.001163283
GA,0.000254238,0.005182958,0.000563079,-0.000589125
GA,0.013708183,-0.002776477,-0.001094014,0.006811995
GA,0.013936798,0.000944967,-0.000304803,0.002619417
GA,0.008426597,0.00450794,0.000390218,0.001074713
GA,0.015838729,-0.003887413,-0.000967749,0.005950939
GA,-0.001201928,0.002277352,0.000504696,-0.000427178
GA,0.013063029,0.00354007,-0.000667016,0.005316916
GA,0.019554931,0.001416219,-0.001038203,0.005615121
GA,0.015275827,0.001435612,-0.000213672,0.004954073
GA,0.015814085,0.002618591,-0.000216799,0.003393188
GA,0.016358472,0.002955549,0.000350959,0.00144943
GA,0.001603107,0.007684183,0.000561427,-0.000659143
GA,0.017351922,-0.003098315,0.000627253,-0.000938983
GA,-0.003725693,-0.005514057,0.000162752,0.000465982
GA,0.016574442,0.001473584,-8.61123E-05,0.00246966
GA,0.010184929,-0.012187487,-0.001645926,0.009795851
GA,0.01744508,-0.001085228,-0.000212223,0.00255207
GA,0.014073797,-0.002144093,-0.000686568,0.004959307
GA,0.016916631,0.001010081,0.000557934,-0.000371873
GA,0.017572401,0.000635986,0.000455134,0.000331234
GA,0.009828528,0.003856143,0.000884197,0.000172806
GA,0.012199163,-0.004820969,0.000420112,0.000394944
GA,0.011810859,-6.2739E-05,0.00079513,-0.001215363
GA,0.01627581,0.004480287,0.00010637,0.001453473
GA,-0.013814647,-0.002082013,0.000883753,-0.003469523
GA,0.010983203,0.000110389,-2.81039E-05,0.002949016
GA,0.005219633,0.006167531,0.000769433,-0.001200815
GA,-0.007728112,-0.001202151,-0.001308782,0.006335393
GA,0.018136123,0.003192314,0.000537877,0.000295965
GA,0.009291466,-8.33551E-05,0.000171595,0.00246012
GA,0.001605842,0.003912124,-0.000787462,0.005824068
GA,-0.024969785,0.010232771,0.000282031,-0.003120027
GA,-0.006630476,-0.012531669,-0.000505528,0.000890823
GA,0.015431154,-0.001427277,0.002141246,-0.005348179
GA,0.010403349,0.00263109,0.000209614,0.001111858
GA,-0.010111127,-0.001959894,0.000372693,-0.001148305
GA,0.00572122,0.004367635,0.001591242,-0.005244988
GA,0.011813345,-0.003413535,0.000584479,-0.001121408
GA,-0.006181812,-0.001746663,0.00118562,-0.005611806
GA,0.00111202,-0.016991178,-0.00040685,0.000465429
GA,-0.014112081,0.010692606,0.000350286,0.010496659
GA,0.006455389,0.005422338,0.000197794,-0.000621755
GA,-0.003857297,-0.002043695,0.000313396,-0.000802799
GA,0.01492161,0.002976573,0.001191265,-0.002177031
GA,0.021705703,0.00419347,-0.000676869,0.004317429
GA,0.013662498,-0.000690193,-0.000620522,0.005442235
GA,0.007037661,0.008796475,0.0004711,0.000429207
GA,0.012869047,0.002316137,0.00096462,-0.002111427
GA,0.015094433,-0.002146885,-0.000727171,0.003406425
GA,0.011225546,0.004249248,0.00175434,-0.005158298
GA,0.001449024,-0.004717525,0.000343726,0.001944736
GA,0.014779999,0.003308002,0.000391929,-0.000316533
GA,0.008779269,0.002132292,0.00031963,-0.000314294
GA,0.009074962,0.007147414,0.000174652,0.000814123
GA,-0.019973397,0.014183266,0.001016787,0.007919622
GA,0.020552281,0.00179902,-0.000778264,0.004949555
GA,0.007276595,0.006384282,7.96514E-05,0.001477027
GA,0.008465712,-0.00957332,-0.001063066,0.006786066
GA,0.004339338,0.002334945,-0.000275828,0.003300544
GA,-0.011883938,-0.003433249,0.000629987,-0.004079988
GA,0.009411638,0.001684089,-5.52874E-05,0.003998248
GA,0.003509595,-0.004212178,0.000344568,0.000806608
GA,0.003821448,-2.13592E-05,-0.000509744,0.006422258
GA,0.012145494,0.001636838,9.08236E-05,0.001488111
GA,0.019426908,0.000992482,0.000241234,0.000321586
GA,0.018175115,-0.001357729,-0.000682779,0.003877724
GA,0.017921824,0.002956216,0.000186121,0.00143804
GA,0.021679223,0.00249479,-0.001009985,0.005360706
GA,0.012723648,0.00355183,-0.000462594,0.00354651
GA,0.020685989,0.002061969,-0.000834746,0.005646642
GA,0.020077131,0.001673246,-0.000172732,0.001731086
GA,0.018244243,0.000651804,0.000981924,-0.003182971
GA,0.01580281,-0.000355048,0.000239683,0.001417477
GA,0.021018671,0.003672851,-0.000716634,0.004806578
GA,-0.020277164,-0.005893307,-0.000588326,0.005820542
GA,0.020051696,0.003126976,0.000209076,0.000871002
GA,0.000971284,-0.008669967,0.002374551,-0.008814311
GA,0.013984049,0.006522381,-0.000997788,0.006859573
GA,0.021088848,0.003068022,-0.001192472,0.006588062
GA,-0.004637268,-0.007313026,0.001712886,-0.005389623
GA,0.014284463,-0.004087516,-7.02021E-05,0.001974692
GA,0.000500175,0.009509386,0.000437594,-0.000693273
GA,0.01421595,0.000210903,-9.13778E-05,0.001911208
GA,0.007966599,-0.001257229,0.000765755,-0.0009851
GA,0.013371326,-0.00081887,0.000573578,-0.000780221
GA,0.015113231,-0.007144594,-0.000396156,0.003277625
GA,-0.024572658,0.016767408,0.001799214,-0.009202868
GA,0.009130081,-0.006532741,0.000303445,0.000758274
GA,0.011204604,-0.00215346,-0.000281297,0.002180696
GA,0.005858461,-0.001784788,0.001305652,-0.003608619
GA,0.014369738,0.003832937,0.000687556,2.90725E-05
GA,-0.02120415,-0.002188242,0.001660839,-0.005555246
GA,-0.005032092,-0.006516344,7.07634E-05,-0.00128106
GA,0.001192163,0.004774326,7.73325E-05,0.001258672
GA,0.001140791,-0.002566152,0.000841978,-0.00290614
GA,0.006757422,0.005046317,0.001027296,-0.001274127
GA,0.018237416,0.005107141,-0.000161232,0.003010988
GA,0.02068844,0.003664763,-0.000418474,0.003691463
GA,0.008827133,0.000715254,0.000846783,-0.002432918
GA,0.005181109,-0.005315611,0.000751874,-0.001920131
GA,0.020667908,0.000955731,0.000449704,-0.000205294
GA,0.003058609,-0.011122757,-0.001372657,0.009583838
GA,0.01243408,0.001026847,0.000866485,-0.001909292
GA,-0.007829592,0.002753722,0.001130426,-0.002841329
GA,0.0015221,7.48408E-05,0.001165006,-0.002173127
GA,0.008464525,0.001706129,0.00037143,0.00104045
GA,0.017950596,0.000368208,-0.000230095,0.003820108
GA,0.002301687,-0.006808336,0.00086526,0.000247982
GA,0.013414722,-0.00642105,0.001041864,-0.002352716
GA,0.02133768,0.00261038,-0.000868977,0.004810303
GA,0.01964461,0.000119355,-0.000913345,0.005573747
GA,0.003111976,0.0035893,-0.001085596,0.009624954
GA,0.016273333,0.002863832,0.000697973,-0.000934303
GA,0.022286748,0.00402189,-0.00097301,0.005431312
GA,-0.003664958,-0.016908728,-0.000159376,0.001347117
GA,0.002691904,-0.001958191,0.000528373,-0.002307661
GA,0.003205415,-0.003857277,0.001222524,-0.003947027
GA,0.009959877,-0.001747664,0.000456887,0.001181109
GA,0.019289815,-0.000347843,-0.000756508,0.004617419
GA,0.020594682,0.000459269,-0.000240129,0.00211047
GA,0.002508725,0.000537089,0.000154288,0.001262665
GA,0.0059838,-0.00983925,-0.001443041,0.009156958
GA,0.006270984,-0.002411053,0.001040623,-0.002131465
GA,0.016127121,0.002120391,2.69279E-05,0.002178577
GA,0.010834382,-0.000528798,0.000383473,0.000810694
GA,0.016636382,0.001946259,-0.000440865,0.003428751
GA,-0.001372032,-0.003020161,-0.000583669,0.007713443
GA,0.013021361,0.005827885,0.000267943,0.001050012
GA,0.019764595,0.002067536,6.36857E-05,0.001881171
GA,-0.001272132,-0.001598046,-0.000615165,0.005614053
GA,0.020029871,0.002233506,0.000920307,-0.001683934
GA,0.005163776,-0.008018712,-0.000458989,0.002960302
GA,-0.008823002,-0.004026357,0.001159552,-0.004602201
GA,0.021927447,0.00511281,-0.000782882,0.004381442
GA,0.003031424,-0.011364743,-0.001137037,0.00720184
GA,-0.004314759,-0.010540599,0.000960501,-0.004137596
GA,0.019551297,0.000896979,-0.00077988,0.004783914
GA,0.007663995,0.00495322,0.000525917,0.0003794
GA,0.007366448,0.001465409,-0.000129424,0.002257492
GA,0.006328502,-0.000635217,-0.000662324,0.00620462
GA,-0.015089549,0.004674616,0.001715704,-0.004125389
GA,-0.000701662,-0.001296741,-0.000314377,0.004800637
GA,0.001277807,0.001180867,0.000425197,0.004059042
GA,0.010038949,-0.005193063,-0.001570922,0.008768835
GA,-0.002777451,-0.010588367,-0.001557467,0.011356023
GA,0.019852198,-0.000289897,-0.000826246,0.004676772
GA,0.012341565,0.004320537,0.000836297,-0.00168082
GA,0.015891254,0.001752138,0.000267226,0.00183157
GA,-0.007382969,-0.002005152,0.001055192,-0.005751051
GA,0.00573988,-0.016294066,0.000431455,0.001037409
GA,0.008620525,0.004328192,0.000103907,0.003205135
GA,-0.016692842,0.008449047,0.001402109,-0.004703362
GA,0.014472482,0.000609877,0.001290817,-0.002350515
GA,0.015369702,0.002034207,-0.000228544,0.004150428
GA,0.012956748,0.003368947,0.000722486,-0.000478955
GA,0.020353294,0.000404436,-0.000817174,0.004945374
GA,0.006454232,-0.00030734,-0.000117335,0.00283085
GA,0.020026619,0.002807526,-0.000717811,0.004359149
GA,0.009842536,0.008766181,0.001353942,-0.001623266
GA,0.009645577,0.00714331,0.000997967,-0.001597033
GA,0.008520409,0.001969834,-9.93533E-05,0.004220816
GA,0.015780921,0.002705027,-0.00016895,0.001993482
GA,0.015501919,0.004374131,0.000727634,-0.000774267
GA,-0.012853113,0.00940302,0.015609376,0.037679047
GA,0.016532175,0.003776988,-1.19817E-05,0.002099119
GA,0.014577178,0.002300919,0.001892275,-0.005295562
GA,-0.025584561,0.02291009,0.006635374,0.006343889
GA,-0.019970797,0.004699138,0.001974895,0.002198873
GA,0.017556043,0.000732065,-5.69443E-06,0.00178462
GA,0.010362032,0.005235763,8.66106E-05,0.001756839
GA,-0.010448399,0.003994674,-0.000858034,0.01608124
GA,-0.000502777,-0.003914488,0.001354529,-0.003371836
GA,0.017724574,0.001757579,0.000399508,3.6517E-05
GA,-0.020859318,0.003816559,0.000556793,-0.005030402
GA,0.012826047,0.007192589,-0.000207524,0.002948241
GA,0.007570955,0.00442038,0.000976541,-0.002589509
GA,0.018129293,0.004669329,0.001828665,-0.00535205
GA,0.022109764,0.003385008,-0.000950025,0.005336299
GA,0.015330761,0.002516835,0.000216839,0.000554317
GA,0.008945276,-0.000212402,0.00118989,-0.001938938
GA,0.006763344,-0.006330288,7.92942E-05,0.002226285
GA,0.012716384,0.003630588,-0.000618846,0.00483692
GA,0.01985299,0.003437647,-0.000359229,0.003008447
GA,0.009358533,-0.00260498,0.000499931,-0.001077665
GA,-0.005825936,-0.009219135,-0.001177932,0.007830742
GA,0.002733076,-0.005423001,0.000540635,-0.001557174
GA,-0.010367229,-0.013537903,-0.000631754,0.001635633
GA,0.011329107,0.008759346,0.00078546,-0.000324211
GA,0.021424647,0.002474569,-0.000960827,0.005431447
GA,-0.004605133,-0.008009412,-0.00060569,0.003170273
GA,0.012832162,0.0030698,2.38779E-05,0.003269238
GA,-9.35329E-05,-0.010393222,-0.000248877,0.002771122
GA,-0.003553983,-0.010658569,-0.001280361,0.008955116
GA,-0.010187328,0.000650023,-0.000566749,0.008650157
GA,0.014076089,0.00369935,0.000945658,-0.001932487
GA,0.009751727,0.001876924,-0.000352004,0.003213904
GA,-0.005323653,-0.004940953,-3.754E-05,0.001203145
GA,0.013666117,0.001705981,-0.000145961,0.001280309
GA,0.020925041,0.001969982,-0.00084182,0.004992132
GA,0.021793003,0.003164229,-0.00089309,0.005172506
GA,0.004408332,0.001005103,-9.75613E-06,0.003581432
GA,0.013111736,0.006179266,0.000884235,-0.000387912
GA,0.02140261,0.003062763,-0.000403852,0.002840465
GA,0.018064187,0.002771389,0.000602964,-0.000254494
GA,-0.015679523,0.000851904,-0.000443823,-0.000160154
GA,0.011758539,0.002239511,-0.000191226,0.003158439
GA,0.008950929,-0.000123809,0.000275048,0.000520439
GA,0.005088521,0.000517777,0.000612502,-0.001249217
GA,0.020366649,0.000154889,-0.000426306,0.00305505
GA,-0.007703854,-0.00402724,-0.00087537,0.001000967
GA,0.012242821,-0.002608733,-0.000744022,0.004321677
GA,-0.016265894,0.007002112,0.000426109,-0.004259375
GA,0.015787776,-0.003357157,0.000264763,0.0001652
GA,0.003844556,-0.013256293,-0.000370206,0.002866905
GA,0.011780818,-0.002363844,0.000310141,0.00061606
GA,0.017566679,0.002621295,0.000914472,-0.001862566
GA,0.018225843,0.001174541,0.000441098,-0.000615608
GA,0.00399893,0.01055944,0.000627578,0.001806911
GA,-0.004210588,-0.01398846,3.16656E-05,0.001650192
GA,-0.002631032,-0.01265503,-9.59518E-05,0.003769159
GA,0.020813892,0.004513557,0.00020624,0.001276998
GA,-0.004150863,-0.004973891,-0.000366989,-0.000487472
GA,0.010049824,0.0050185,0.000563613,0.000344763
GA,0.014852116,0.005402405,0.000265087,0.001638603
GA,-0.004711391,-0.00140154,0.000137544,0.002100745
GA,0.011220775,0.005128596,0.001147693,-0.001567077
GA,0.017998774,0.002297667,0.000120692,0.001928825
GA,0.015827371,-0.001106917,7.86026E-05,0.001495485
GA,0.013001103,-0.007712925,-0.000265956,0.002543326
GA,0.018940802,0.00471025,0.000630122,-0.000169013
GA,0.018933049,0.001410493,0.00041479,-0.000206959
GA,0.014619009,0.001502566,0.000125007,0.002329153
GA,-0.012197825,-0.003434362,0.000480676,-0.006044413
GA,0.018711486,0.002208822,0.000571536,-0.000254815
GA,0.01870006,-6.4479E-06,-0.001370105,0.007070184
GA,-0.022119293,-0.004180195,0.005707716,0.023072942
GA,0.018745462,0.001917591,-0.000162927,0.003279311
GA,0.002369509,-0.003298908,-1.9881E-05,0.002894293
GA,0.018268888,0.003908908,0.000797256,-0.000953913
GA,0.006288835,0.002300662,0.000598129,-0.00010054
GA,0.01520261,-0.002191622,0.002252945,-0.0075192
GA,0.00743293,0.002394956,-0.000173642,0.003364306
GA,-0.003608491,-0.000726737,-0.000264941,0.002605088
GA,0.020755357,0.001956536,-0.000126823,0.001955349
GA,0.008170262,-0.003977713,4.98463E-05,0.002211932
GA,0.003271952,-0.008278812,-5.30315E-06,-0.000668643
GA,0.019890594,0.003562262,0.00107964,-0.002868597
GA,-0.003562339,-0.007338465,-0.000341276,0.001914818
GA,0.009235411,-0.000254375,0.000511894,0.001007084
GA,0.01334704,0.003526007,-1.68101E-05,0.003036526
GA,0.019315723,0.001995925,-0.000610163,0.004226749
GA,-0.008414493,0.006821151,0.002166353,-0.007503696
GA,0.013162664,0.00106807,0.000755882,-0.000296066
GA,0.000385814,0.005752251,0.000425289,-0.000318164
GA,0.021476555,0.001713927,-0.000678993,0.004309088
GA,0.002973813,0.011347867,0.001026297,-0.000828586
GA,0.000302485,0.004397925,0.000618922,0.000102556
GA,0.013904598,-0.006313754,0.000399701,-0.000306165
GA,0.017797522,0.003642269,-8.62353E-05,0.002617286
GA,-0.006739818,-0.005205855,-9.11653E-05,-0.000437152
GA,0.021224489,0.003698614,-0.000679942,0.004385873
GA,0.020032283,0.002869264,-2.34477E-05,0.001561564
GA,-0.004286378,-0.018193093,-0.000484487,0.001444971
GA,0.020828867,0.001824954,-0.000863536,0.004592612
GA,-0.00262989,-0.003462936,-0.000595902,0.001792283
GA,0.017583124,0.003830646,0.000351402,0.00169985
GA,0.01693714,0.002703508,-0.000115032,0.00440711
GA,0.017047672,-0.002134668,-0.00080538,0.004404552
GA,0.002398658,-0.007873084,-0.001339906,0.006724798
GA,0.016625875,0.00220299,0.000516729,2.11939E-05
GA,0.016442781,-0.002558072,-0.000473638,0.003422224
GA,-0.008435362,0.009420966,-0.000753504,0.006953711
GA,-0.003963024,-0.006387635,-0.00030821,0.002242015
GA,0.01102035,0.006175902,1.015E-05,0.002815225
GA,0.01887104,0.00290768,3.58586E-05,0.002689647
GA,0.013481854,0.004724273,0.001269555,-0.002617392
GA,-0.018200517,0.003458747,-9.48403E-05,-0.000632531
GA,0.007166148,-0.006796883,0.000374296,0.0006555
GA,0.004298459,0.002390877,0.00035335,-0.000880468
GA,0.01975662,0.003936757,-0.001133295,0.006419658
GA,0.01759121,-0.001692139,-0.001081177,0.006158769
GA,0.014201141,0.000251998,-0.000264167,0.003651304
GA,0.010088513,0.000472264,-0.000371336,0.002193454
GA,0.016204485,0.002961016,-0.00060983,0.00524462
GA,0.008572578,0.002498542,0.000722952,0.001138301
GA,-0.007302081,-0.008594218,-0.000124389,0.000956382
GA,0.018162785,6.61008E-05,-0.000218677,0.002165461
GA,-0.006442445,-0.021654018,-0.001496498,0.007023591
GA,-0.001326898,-0.003011184,-9.37274E-05,0.002834784
GA,0.014122812,-0.001995336,0.000739885,-0.001640782
GA,0.014952256,0.004624725,-0.000129829,0.002421296
GA,0.013711097,0.000591254,0.000861099,-0.001392242
GA,0.005783044,-0.006178489,0.000441701,-0.000368698
GA,0.021262471,0.002502994,-0.000236959,0.002695394
GA,0.011223214,0.001635496,-0.000161273,0.002884623
GA,0.018158113,-0.00014256,-0.001062043,0.006743675
GA,0.006934222,-0.000319056,-1.7592E-05,0.001549366
GA,-0.00815886,-0.013188184,0.00181564,-0.006199026
GA,0.015580536,0.005470739,-8.78041E-05,0.003247933
GA,0.008428918,0.006830654,0.00106814,-0.002148024
GA,0.015846988,-0.000370514,0.001485861,-0.003799977
GA,0.002358984,0.011340444,-6.80893E-05,0.003912065
GA,0.002191938,-0.000284007,0.003024808,-0.00995642
GA,-0.003039484,-0.004914831,-0.000565097,0.004237844
GA,0.01784313,0.001706796,0.000318707,0.001696019
GA,0.008539479,-0.004116795,-0.000366906,0.00417469
GA,0.007662675,-0.009627776,-0.000868234,0.005584547
GA,0.003955093,-0.004411878,-0.000473793,0.006208958
GA,0.003331679,-0.002258479,-0.000340519,0.003194076
GA,0.00441694,-0.00139607,0.000588956,-0.00173771
GA,0.011802576,0.006387877,0.0003831,0.00117103
GA,0.008253012,0.00269413,0.000695924,-0.000146792
GA,-0.005082816,-0.004104004,0.000793001,-0.000780238
GA,0.003561825,0.003538593,-0.000562916,0.005625521
GA,0.010480606,-0.008003119,-0.000501043,0.003791713
GA,-0.002562387,0.007203182,0.001658356,-0.004433258
GA,0.016715949,-0.005596357,-0.000283019,0.00431676
GA,0.020202758,0.002221481,-0.001270716,0.007035712
GA,-0.003854367,-0.002373946,0.000614724,-0.00260718
GA,-0.006011443,-0.00654946,0.001149986,-0.003669223
GA,-0.004393242,-0.008115592,-0.001429753,0.011316276
GA,0.01382016,0.003609093,-0.000117415,0.003526524
GA,-0.000700518,-0.014499593,0.000797971,-0.001104254
GA,0.020905559,0.003240802,-0.000682265,0.00395228
GA,0.013477201,0.004824713,0.000348,0.002297867
GA,0.003319582,-0.010913821,-0.001112801,0.007689816
GA,0.014872334,0.001416654,0.000519775,0.000715338
GA,0.020066985,0.000574309,-0.001061175,0.005826038
GA,0.020822725,0.000320299,-0.000277785,0.002899556
GA,0.00744335,0.00746367,0.000685294,0.001100595
GA,0.011398988,0.006499013,0.000270895,0.002557937
GA,0.01434946,0.004234129,-0.000702577,0.005837088
GA,-0.010120884,-0.010964143,-0.001147977,0.008283746
GA,0.020374538,0.0027635,-0.000156262,0.002540547
GA,0.01069913,-0.004407816,8.16289E-06,-0.000649946
GA,0.018154376,1.79575E-05,-0.001003203,0.00546599
GA,0.015339711,-0.002495101,0.000880934,-0.002013845
GA,0.016987547,0.000576259,0.000244673,0.001241335
GA,0.021600955,0.003483745,-5.34769E-05,0.002035774
GA,0.008766304,0.000140378,0.000912236,-0.001061903
GA,0.010683077,-0.003303425,0.001349608,-0.004468559
GA,0.010639249,0.00571667,0.00034883,0.000831003
GA,-0.006385037,-0.009173784,-0.000636094,0.006991997
GA,-0.010319262,0.007721054,0.001532774,0.024368817
GA,-0.016701742,0.006602212,-0.000408901,0.002203316
GA,0.004490916,0.001049926,0.000567679,0.00050809
GA,0.002067127,-0.004205546,-0.000158909,0.001984575
GA,0.019645424,-0.00015727,0.000390784,0.001083131
GA,-0.02664491,0.023800001,0.002808182,0.016310542
GA,0.020983691,0.001437643,-0.000879634,0.005127907
GA,-0.051610791,0.016346819,0.065144868,0.040379672
GA,0.019241201,0.001140023,-0.000456505,0.003053995
GA,-0.006296558,0.002762783,0.000422735,-0.001018261
GA,0.004001224,0.003780252,0.00084672,-0.001858697
GA,0.017794311,-0.000527923,-0.0004823,0.004627032
GA,-0.001021635,-0.000424018,0.000540031,-0.002334228
GA,0.018253016,7.05331E-05,-0.00063072,0.003808946
GA,0.003877888,-0.016424659,0.000258104,5.34113E-05
GA,-0.001295971,0.005161029,-0.000975178,0.007589454
GA,0.008365281,-0.002605431,0.000447463,0.000193988
GA,0.004012895,-0.011662159,0.001310421,-0.00415686
GA,0.018173911,4.1722E-05,-0.000411608,0.003780625
GA,0.014042118,-0.005813274,-0.000594381,0.003892667
GA,0.015406925,-0.002625277,-0.000406618,0.002539407
GA,-0.005416736,-0.007682555,-0.000986052,0.004184263
GA,0.000746852,-3.94512E-05,0.001533839,-0.005387693
GA,0.00330613,-0.00184725,0.000491352,-0.001438162
GA,0.013684768,0.002688651,-0.000894727,0.00648823
GA,0.019130399,0.001925814,0.000896836,-0.001060165
GA,0.014459333,-0.004663018,0.000392058,-0.000479094
GA,0.007863058,-0.005278429,-0.000479335,0.004823515
GA,0.019657497,0.000218779,0.000147755,0.00071162
GA,-0.00253588,-0.006095387,0.001454296,-0.005642948
GA,0.007801633,0.004791903,0.000900017,-0.001768966
GA,0.008675957,-0.006354958,0.000721313,-0.002476275
GA,-0.002894892,0.001427502,-0.000155914,0.002465875
GA,0.00237683,-0.002542049,5.80603E-06,-0.000130614
GA,0.017877873,-0.000330277,-0.000818237,0.004917989
GA,0.015656921,0.003101236,0.000450571,-0.000274077
GA,0.020113698,0.001672613,-0.000858951,0.004618324
GA,0.021707163,0.003107228,-0.000811271,0.004861113
GA,0.003877025,0.004999328,0.00094216,-0.000107827
GA,0.021393641,0.003072222,-0.000866101,0.004772571
GA,0.013291004,0.001066669,0.001114523,-0.001939006
GA,-0.011004128,-0.009469794,-0.0003443,-0.000212463
GA,-0.003718614,0.008542244,0.001370175,-0.006518402
GA,0.005179994,0.010400068,0.000252248,0.000823512
GA,0.00987536,0.004708902,0.000196438,0.001749777
GA,0.016746206,0.003414676,0.000517032,0.000121396
GA,-0.011272966,-0.003888905,-0.000399241,-0.001110476
GA,0.003360517,0.007638157,-0.001249926,0.010266214
GA,-0.01207886,-0.002112985,0.000601547,-0.003057405
GA,0.000979307,0.00158113,0.000351218,0.000496184
GA,0.01656445,-0.004204123,-0.000984648,0.005993251
GA,0.021831457,0.004563858,-0.000837426,0.004622211
GA,0.004880121,-0.00197798,0.000340582,-0.001360288
GA,0.013773311,0.002625744,0.000624619,-0.000236903
GA,0.014648575,-0.001316458,-0.000575361,0.003761223
GA,0.017041293,-0.003097579,6.36478E-05,0.00077986
GA,0.012449134,0.004208508,0.000115513,0.002367072
GA,0.022274434,0.003817379,-0.001016105,0.005355237
GA,0.00880691,0.011370434,0.000591132,0.000483965
GA,0.012941146,-0.002455019,-0.000558799,0.002889616
GA,0.000254589,-0.005294557,0.000973306,-0.002741428
GA,0.015968238,-0.001391195,-0.00015981,0.00357419
GA,0.019624403,-0.000600395,-0.000652959,0.004107555
GA,0.005081168,-0.008529303,-0.000335078,0.003459083
GA,-0.023366012,0.009683698,0.000393569,-0.00332653
GA,-0.011624263,-0.007982063,0.001725897,-0.009176863
GA,0.010746796,-0.000720442,-0.000670185,0.004494306
GA,-0.000694656,0.000238363,-0.000511738,0.003041754
GA,-0.013800966,-0.016510744,0.000866935,-0.004286715
GA,0.005187715,0.001042699,0.00070956,-0.002218012
GA,0.004777758,0.002371529,-0.001111602,0.005035898
GA,0.016768664,-0.002098196,-0.000331756,0.002924815
GA,-0.003443428,-0.001475003,0.001066063,-0.003181118
GA,0.009021686,0.006340341,-0.000897457,0.006757506
GA,0.017622516,-7.57836E-05,0.00018129,0.002733361
GA,0.015839352,-0.001365836,0.00060705,0.000303564
GA,0.001646033,-0.002793839,0.002616415,-0.008546643
