Sample,FFT_#,q#,Vol_wt
CMP,9,7,69476.35016
CMP,11,8,36504.96364
CMP,10,9,186559.683
CMP,9,5,167333.7435
CMP,7,5,133632.4007
CMP,11,7,427464.3449
CMP,7,7,93637.75635
CMP,12,7,120378.9503
CMP,9,6,68221.27388
CMP,9,6,118097.5611
CMP,10,7,109302.9094
CMP,10,6,168386.0071
CMP,8,3,114845.2062
CMP,9,7,53518.97031
CMP,9,5,79621.19232
CMP,10,7,6274.546105
CMP,7,6,61896.0988
CMP,9,13,133051.0663
CMP,11,5,99463.91083
CMP,8,6,118754.9897
CMP,8,4,54372.52882
CMP,9,5,74924.56851
CMP,8,4,171398.0394
CMP,9,8,66085.60648
CMP,11,8,71640.58138
CMP,9,9,70289.62162
CMP,10,7,26693.36834
CMP,7,6,157022.9182
CMP,7,6,150238.8358
CMP,10,6,52463.03323
CMP,9,5,70925.90281
CMP,8,4,82139.43621
GA,6,3,5001.083125
GA,9,6,9973.800062
GA,7,4,4127.333414
GA,7,5,4009.794845
GA,5,4,52068.88263
GA,4,2,7277.921614
GA,7,5,2051.952101
GA,8,7,559.2811945
GA,10,6,4712.060383
GA,7,6,5748.253322
GA,9,6,6924.142531
GA,7,5,410.9649601
GA,10,5,31023.51902
GA,7,7,2719.52114
GA,8,4,49737.20149
GA,7,7,15491.04339
GA,13,7,55460.1457
GA,3,4,2576.000754
GA,8,5,7842.746732
GA,7,9,25818.05954
GA,8,9,23208.30336
GA,8,6,8544.328196
GA,2,3,4270.408467
GA,10,6,4569.715165
GA,7,4,63311.30112
GA,6,5,70296.55503
GA,5,4,17806.05296
GA,8,3,20221.56155
GA,8,5,80327.68444
GA,8,5,2176.508238
GA,10,9,4105.877566
GA,10,8,3917.112058
GA,10,10,3867.100306
GA,7,4,12215.08667
GA,8,3,837.5640752
GA,7,3,10358.03464
GA,7,4,778.346061
GA,6,5,839.1418188
GA,7,6,6610.807251
GA,7,4,5021.127741
GA,5,5,7081.010149
GA,3,2,560.6604822
GA,9,4,3449.505723
GA,3,2,574.5149676
GA,8,6,7936.017591
GA,9,5,4200.016951
GA,8,6,5953.284742
GA,10,6,7986.138006
GA,9,6,7601.306156
GA,3,3,1349.158038
GA,10,8,7245.516559
GA,10,5,48633.6404
GA,8,5,15691.69611
GA,9,6,3288.965234
GA,10,6,29656.18678
GA,7,5,3449.505723
GA,2,3,1088.417742
GA,7,5,2187.360413
GA,8,4,4647.6844
GA,10,7,29635.47224
GA,8,8,20363.04906
GA,3,3,790.6924806
GA,10,6,2532.53988
GA,8,6,4186.52461
GA,7,5,1168.547404
GA,4,2,7866.030722
GA,11,5,8657.468536
GA,8,5,1973.780613
GA,6,6,2299.071118
GA,5,6,24058.243
GA,6,2,21791.20255
GA,10,9,21362.62467
GA,9,9,9353.672525
GA,10,7,33737.90687
GA,12,8,32501.96129
GA,10,9,22213.20087
GA,8,4,13556.49385
GA,9,4,49343.8545
GA,6,4,4875.705144
GA,4,2,25060.18403
GA,13,10,161339.5382
GA,9,3,44807.10558
GA,6,3,993.4630926
GA,5,3,8411.25946
GA,7,8,2107.486229
GA,11,6,38425.41421
GA,8,5,7349.378678
GA,5,4,3459.625771
GA,7,5,10728.61809
GA,9,5,21908.15401
GA,8,5,32630.24071
GA,10,7,12423.78135
GA,7,4,31450.38709
GA,9,5,28309.55914
GA,8,5,12836.84614
GA,3,2,4262.265825
GA,9,5,6392.191176
GA,10,8,11036.39064
GA,9,7,20413.33317
GA,9,9,30009.09449
GA,10,7,23615.1923
GA,9,7,8916.439608
GA,8,10,13155.51481
GA,8,4,11433.64954
GA,10,15,33440.98685
GA,8,5,16639.39196
GA,9,6,8316.155629
GA,11,7,62048.41531
GA,5,5,86231.50922
GA,9,9,33786.58143
GA,7,4,20660.78336
GA,8,5,16375.23156
GA,9,17,33813.64374
GA,7,7,3558.795804
GA,8,5,46987.79001
GA,12,9,25482.48531
GA,8,4,4906.950092
GA,6,2,24625.63387
GA,9,9,45827.25108
GA,3,3,8049.77347
GA,9,4,17779.84331
GA,8,3,1060.993807
GA,8,7,2728.868741
GA,5,2,6277.631157
GA,10,10,35191.85211
GA,8,4,63144.69647
GA,7,3,1896.629672
GA,12,6,35087.69393
GA,10,6,5572.309437
GA,14,7,91269.48816
GA,9,6,2071.119119
GA,11,11,38487.53814
GA,10,4,17627.20453
GA,5,2,9779.929074
GA,11,5,62108.04621
GA,7,7,2820.571274
GA,6,5,11843.18758
GA,4,3,6212.921006
GA,10,9,34399.71486
GA,8,5,5395.264563
GA,3,4,641.1203999
GA,8,7,4779.5504
GA,10,12,7135.704669
GA,10,6,15741.99552
GA,10,4,3449.505723
GA,7,3,2771.067105
GA,6,7,7466.810315
GA,4,3,5246.279417
GA,9,6,13088.41671
GA,11,7,8009.562904
GA,9,7,7601.306156
GA,8,6,24140.40848
GA,6,5,1444.548245
GA,8,8,3674.376784
GA,8,4,3827.770542
GA,8,4,11717.54279
GA,8,7,5895.757308
GA,9,6,28985.40767
GA,4,2,950.3687702
GA,9,8,8874.832582
GA,7,3,1834.830571
GA,4,4,4881.380863
GA,4,2,7743.219641
GA,9,6,12022.91031
GA,7,6,4796.471569
GA,10,6,33581.2312
GA,7,5,42480.07378
GA,6,5,15449.34701
GA,9,7,47253.75318
GA,7,4,15582.90268
GA,9,5,18744.83884
GA,5,4,16827.71426
GA,13,7,56606.28563
GA,4,3,4428.830427
GA,8,3,5327.903257
GA,4,2,4799.294966
GA,11,4,10676.99044
GA,8,7,11193.23553
GA,11,6,23687.23934
GA,8,4,13385.289
GA,6,3,2094.625787
GA,10,5,32160.81876
GA,6,3,12377.30605
GA,10,4,10493.29028
GA,11,3,92235.526
GA,12,5,42235.10485
GA,10,7,23552.80615
GA,4,2,2875.12403
GA,10,5,56362.31899
GA,9,3,4608.643572
GA,10,3,11411.03634
GA,9,8,6299.25452
GA,7,4,30630.01111
GA,7,5,4611.429631
GA,4,2,20262.60086
GA,9,4,10772.93686
GA,9,7,3754.712029
GA,7,5,4630.940247
GA,10,7,57721.42765
GA,7,5,1410.633775
GA,7,5,21744.48293
GA,9,5,5865.55259
GA,10,7,9694.173277
GA,10,6,2559.960289
GA,13,32,127082.6408
GA,8,10,17989.89227
GA,10,5,26016.1371
GA,3,2,4972.496191
GA,9,7,7222.862299
GA,8,7,78902.37194
GA,4,5,17889.14095
GA,10,7,16737.74477
GA,9,5,13096.30404
GA,8,7,9562.457602
GA,9,5,15121.27853
GA,4,2,24523.46866
GA,8,6,3731.32911
GA,11,6,6078.059391
GA,9,6,10791.42125
GA,9,5,14729.88659
GA,2,2,20312.80222
GA,7,3,2707.85064
GA,8,5,43071.18431
GA,5,5,7045.69102
GA,4,2,4007.138045
GA,6,6,6889.089457
GA,8,5,50378.57889
GA,8,9,8671.215264
GA,9,9,3446.978955
GA,8,5,3620.28501
GA,8,6,3096.78361
GA,10,7,6035.356053
GA,12,8,10603.38222
GA,9,10,7743.219641
GA,7,5,9923.414756
GA,9,9,81007.30534
GA,7,6,37407.89766
GA,8,8,36211.18147
GA,7,4,1131.73185
GA,5,3,14541.6022
GA,11,5,31624.86373
GA,9,8,34574.02013
GA,9,6,17679.48639
GA,9,2,2534.822005
GA,8,4,10607.06008
GA,8,5,16490.09882
GA,4,3,1205.755325
GA,10,4,16754.86832
GA,9,4,27760.55718
GA,6,6,4494.946795
GA,8,8,7242.277545
GA,7,2,3040.854854
GA,9,8,917.6556598
GA,5,2,6062.796288
GA,11,9,4938.261499
GA,8,3,5012.535753
GA,6,5,1796.045139
GA,10,11,12392.78789
GA,8,8,4281.271754
GA,6,3,5044.069678
GA,8,8,7916.000688
GA,9,8,19726.68324
GA,4,4,6035.356053
GA,10,7,4943.961379
GA,9,11,2985.266909
GA,6,2,1643.699335
GA,7,9,1142.210239
GA,8,3,6595.110278
GA,8,3,30217.33199
GA,9,4,21492.75871
GA,6,5,12982.0876
GA,9,5,5962.386176
GA,10,8,4475.629337
GA,6,3,5498.308585
GA,4,2,3689.879635
GA,10,7,27004.0276
GA,8,4,4981.065254
GA,6,4,4771.09603
GA,8,8,23495.27373
GA,7,5,9754.890298
GA,7,4,6930.521926
GA,10,5,23361.20965
GA,12,5,32128.86393
GA,8,4,39937.16996
GA,11,7,6901.828648
GA,6,3,8469.179427
GA,9,8,14354.12696
GA,7,5,20267.16068
GA,6,5,3391.519447
GA,4,2,1749.466
GA,6,4,6420.161089
GA,10,6,43553.02711
GA,10,6,25546.52485
GA,9,5,10042.31649
GA,10,9,8909.501118
GA,9,4,7972.763478
GA,8,9,4108.558409
GA,8,5,3346.364397
GA,6,4,3026.321559
GA,6,2,29459.58892
GA,9,6,5377.66326
GA,9,6,9188.452899
GA,8,7,45629.80311
GA,5,3,7411.277541
GA,9,6,2747.595985
GA,6,4,5398.198222
GA,8,5,6949.674719
GA,6,5,8678.091353
GA,9,4,6648.527313
GA,6,4,5448.178076
GA,5,3,5185.337788
GA,4,3,26478.61709
GA,8,5,6482.464483
GA,6,4,17897.89001
GA,9,15,22105.10362
GA,9,7,7058.525958
GA,11,7,10835.82289
GA,7,4,1818.465528
GA,8,6,13444.93147
GA,8,4,9912.631277
GA,4,3,2973.2275
GA,5,5,73812.73473
GA,8,5,8729.721441
GA,8,6,8595.695236
GA,6,7,10063.98419
GA,10,5,48018.05061
GA,9,4,8684.96926
GA,9,5,3502.737509
GA,8,8,12919.21393
GA,9,5,4338.458372
GA,11,10,46644.06651
GA,5,3,12770.2987
GA,13,8,21889.42876
GA,8,6,31234.07638
GA,9,4,14517.10438
GA,10,6,15228.99314
GA,8,5,32150.18187
GA,9,3,35537.88144
GA,12,4,24766.9492
GA,8,4,5926.010981
GA,7,4,10522.60979
GA,6,4,47229.56883
GA,9,6,4887.058783
GA,10,5,7816.16337
GA,9,7,4470.115512
GA,13,9,31593.10643
GA,11,8,37312.82261
GA,7,6,20978.41121
GA,11,5,11452.50414
GA,7,4,11801.25636
GA,8,4,4159.585791
GA,4,2,1266.814257
GA,8,8,12864.28256
GA,9,8,9562.457602
GA,9,9,18469.92013
GA,9,4,30499.21903
GA,5,5,10361.68064
GA,8,5,12149.63338
GA,9,10,26958.86245
GA,6,5,12923.14209
GA,11,12,107364.5214
GA,9,5,6361.162819
GA,7,5,16264.87725
GA,8,5,4081.788231
GA,5,2,2794.602567
GA,8,8,16205.55325
GA,5,5,5018.264056
GA,5,5,8885.229033
GA,9,7,6708.401099
GA,9,8,7753.154163
GA,11,5,13472.79414
GA,9,7,11043.84557
GA,4,2,14816.11107
GA,11,6,53103.29757
GA,7,7,870.9053752
GA,10,10,77499.85172
GA,4,3,5853.486272
GA,8,9,20803.2897
GA,8,6,22941.52192
GA,11,7,40240.67554
GA,11,8,20057.65748
GA,3,2,2157.020494
GA,8,5,1743.421849
GA,5,3,5548.59457
GA,7,6,2663.656464
GA,7,5,29263.41818
GA,10,5,14427.38961
GA,7,5,8103.490859
GA,8,7,5913.903318
GA,10,4,21469.504
GA,13,8,43317.75606
GA,11,13,48048.47624
GA,3,3,1996.914519
GA,7,4,3814.689648
GA,11,7,17897.89001
GA,9,5,3594.620504
GA,8,7,10854.34316
GA,7,6,15113.00393
GA,10,6,79477.26735
GA,8,6,64347.89442
GA,11,16,55358.06981
GA,9,9,24567.24015
GA,8,5,19137.36075
GA,12,7,6395.298171
GA,5,2,6598.246989
GA,12,7,97601.28736
GA,9,5,20180.54181
GA,7,5,5530.827904
GA,7,8,10132.70605
GA,5,5,8684.96926
GA,9,8,6579.425748
GA,8,4,31698.93898
GA,9,5,5655.581816
GA,4,2,6535.57647
GA,12,7,6784.28391
GA,8,6,3885.500637
GA,8,6,8278.891822
GA,9,7,5110.218054
GA,11,9,19191.0935
GA,9,7,7962.735989
GA,9,6,29444.08466
GA,10,9,97385.61521
GA,5,3,8740.064029
GA,3,2,10802.51431
GA,7,8,36727.21505
GA,4,4,821.8402116
GA,11,11,18527.45079
GA,10,6,38391.55633
GA,7,5,2670.618913
GA,7,3,12621.96006
GA,4,3,14787.34726
GA,7,5,2077.521952
GA,4,2,11755.57165
GA,8,5,5661.545202
GA,7,8,21665.13006
GA,8,5,7542.160945
GA,9,4,49485.09716
GA,7,7,1961.200555
GA,8,7,18341.79214
GA,12,8,24329.26411
GA,7,6,20900.00668
GA,8,6,14820.21907
GA,11,5,42153.53615
GA,6,3,5980.600217
GA,13,12,13612.39196
GA,9,4,75369.43184
GA,6,5,11847.00352
GA,10,5,3859.222694
GA,7,4,22713.67793
GA,8,5,1503.582038
GA,6,5,3728.735307
GA,9,5,8499.895634
GA,8,7,7932.681766
GA,10,8,17081.34158
GA,12,7,6847.739883
GA,11,10,43771.06507
GA,5,2,38736.36814
GA,9,7,3321.368056
GA,8,5,12544.11616
GA,9,5,16498.61362
GA,10,7,17340.5593
GA,8,5,27149.74508
GA,7,8,12466.43642
GA,6,6,8455.540361
GA,5,4,1369.549528
GA,9,5,7466.810315
GA,9,5,43317.75606
GA,5,3,3903.930061
GA,6,5,2832.399166
GA,9,5,32550.03436
GA,8,10,22213.20087
GA,5,4,26988.97125
GA,7,5,5673.478255
GA,10,6,12989.95705
GA,9,5,5545.631255
GA,13,10,39321.03523
GA,9,6,5371.801297
GA,11,7,11152.08678
GA,9,6,13977.58901
GA,8,3,7032.86387
GA,11,7,5895.757308
GA,9,4,24232.35501
GA,9,3,21534.64835
GA,12,4,56387.97104
GA,8,5,7769.720143
GA,5,4,651.2470192
GA,10,7,7232.569201
GA,10,8,4958.221942
GA,8,4,78938.2742
GA,7,3,32421.90811
GA,8,5,8090.048091
GA,9,7,13460.84962
GA,7,5,4569.715165
GA,9,5,4286.706846
GA,8,7,37525.49891
GA,8,4,4472.870906
GA,9,7,7443.927489
GA,8,7,5510.125914
GA,8,6,21688.45935
GA,8,3,10161.68612
GA,10,11,23112.90383
GA,9,4,8170.804096
GA,7,6,12978.15348
GA,8,8,18753.72919
GA,7,5,1097.034195
GA,5,3,4240.580693
GA,11,9,15541.12771
GA,11,8,4672.839624
GA,6,3,1410.633775
GA,8,5,11238.18418
GA,10,8,9198.970352
GA,10,7,130335.3267
GA,9,8,22316.76902
GA,11,10,38431.03285
GA,8,4,39440.55495
GA,5,4,7952.712708
GA,9,5,66004.41973
GA,10,9,22609.49845
GA,6,5,6532.449723
GA,8,6,29889.57383
GA,9,11,6557.488892
GA,7,5,4804.940891
GA,8,5,4047.070736
GA,10,12,26169.99815
GA,7,9,13917.17155
GA,9,7,8551.173657
GA,10,7,40878.86108
GA,9,8,15258.03288
GA,9,7,46674.14518
GA,10,9,9388.94973
GA,8,5,4076.438803
GA,5,4,4335.728419
GA,11,9,15620.53396
GA,9,5,37912.69622
GA,8,4,9097.480272
GA,7,8,4281.271754
GA,8,4,6582.562782
GA,9,6,10754.46303
GA,7,5,17336.23048
GA,8,5,6219.074113
GA,9,11,21191.06149
GA,7,3,1232.570112
GA,7,5,9495.052905
GA,8,6,5868.571817
GA,11,7,14224.1888
GA,4,3,18355.03393
GA,8,7,21446.25352
GA,9,8,5118.865464
GA,8,5,16404.9857
GA,7,6,3651.162185
GA,8,6,4063.082648
GA,8,5,12030.57757
GA,6,3,2358.957992
GA,9,6,11946.32053
GA,7,6,11950.14752
GA,10,6,8826.373625
GA,12,10,33505.66838
GA,11,9,16952.21964
GA,9,7,5739.264918
GA,9,6,13512.63232
GA,4,2,2525.69966
GA,9,7,3579.252417
GA,10,7,5029.727203
GA,8,7,18302.08987
GA,9,6,4670.043757
GA,8,3,3533.277777
GA,8,4,57915.56204
GA,11,10,13278.15981
GA,12,9,31720.16142
GA,12,9,13139.71798
GA,6,7,3199.785386
GA,6,4,4023.094804
GA,9,5,10237.89482
GA,7,7,3214.592996
GA,11,8,29077.97953
GA,7,5,9970.200136
GA,9,11,16447.52391
GA,4,3,2185.189707
GA,4,2,4202.718124
GA,10,6,45003.36142
GA,9,9,40126.05225
GA,8,4,37189.88642
GA,10,7,40729.05149
GA,8,5,5289.952745
GA,10,12,32715.83785
GA,10,11,10684.36026
GA,9,11,25912.0859
GA,6,6,11444.95835
GA,10,7,43217.86034
GA,7,6,6023.174325
GA,9,14,24261.41724
GA,9,4,24528.33233
GA,12,12,40441.56697
GA,9,6,5078.546594
GA,8,6,4650.478302
GA,3,3,42672.92906
GA,11,7,26768.42031
GA,6,5,20312.80222
GA,7,4,11539.36585
GA,7,5,4647.6844
GA,11,5,14545.68468
GA,10,8,47914.66246
GA,9,9,5269.558755
GA,7,3,2277.020509
GA,9,7,15295.40475
GA,2,2,1363.977953
GA,9,8,2379.034084
GA,7,4,10570.31377
GA,5,3,11025.21807
GA,9,6,8944.211567
GA,9,5,71189.2678
GA,9,4,32989.144
GA,11,9,25981.44089
GA,8,3,10522.60979
GA,3,3,815.5786438
GA,7,5,20472.81274
GA,3,2,2759.323226
GA,13,6,34356.20883
GA,9,6,33532.6555
GA,8,4,7378.678389
GA,9,3,9343.096419
GA,8,5,22429.93045
GA,7,4,7167.942534
GA,8,7,17884.76304
GA,8,9,6305.435987
GA,7,7,46553.70742
GA,5,3,6854.095735
GA,13,7,34296.39364
GA,7,5,12895.66387
GA,8,5,6532.449723
GA,5,2,3804.236623
GA,5,3,4095.164828
GA,8,5,23413.84335
GA,3,2,2956.400027
GA,9,10,23227.39727
GA,9,4,14742.19148
GA,7,7,13933.27386
GA,11,7,16810.56208
GA,11,6,9551.803354
GA,10,9,15620.53396
GA,4,2,2856.108644
GA,9,4,4929.714513
GA,9,5,15889.00668
GA,12,11,42643.6835
GA,10,8,25724.15161
GA,7,4,38725.05071
GA,11,4,18200.76194
GA,4,4,2865.610014
GA,6,6,9712.016034
GA,11,8,5554.520125
GA,10,4,24005.12179
GA,8,6,4586.385289
GA,8,5,16421.99505
GA,7,3,12774.2082
GA,7,4,8238.302691
GA,9,6,15001.43907
GA,8,5,2316.760949
GA,8,7,14476.30162
GA,7,8,9459.643144
GA,5,2,23284.71467
GA,9,5,14009.84634
GA,6,2,5850.469635
GA,9,4,6302.343616
GA,6,4,25123.86813
GA,9,6,14779.13403
GA,6,3,12385.0479
GA,5,3,4401.378061
GA,5,3,4121.966559
GA,9,5,15570.36439
GA,7,5,6507.439705
GA,7,4,1454.016874
GA,11,6,34111.70803
GA,5,4,62845.08169
GA,5,3,2468.943691
GA,9,5,10226.99531
GA,9,6,12489.72241
GA,5,4,4044.405727
GA,6,4,8452.130211
GA,12,7,4481.145428
GA,9,4,1878.01853
GA,9,5,7167.942534
GA,7,4,24845.03234
GA,9,7,19474.03107
GA,7,5,7216.394412
GA,5,3,4726.094618
GA,10,7,11679.55504
GA,8,5,2316.760949
GA,8,6,1693.315876
GA,6,3,8482.825818
GA,8,4,6579.425748
GA,4,3,3749.511876
GA,7,4,1292.247227
GA,10,8,14688.88527
GA,8,6,6863.631771
GA,10,9,5433.462029
GA,11,5,9862.34936
GA,8,9,12095.82018
GA,8,8,10721.2381
GA,6,4,4483.905559
GA,5,3,5760.246944
GA,8,5,33241.69401
GA,8,5,1849.189328
GA,6,5,1645.673547
GA,9,8,10846.93445
GA,8,5,3192.392339
GA,10,4,74621.42907
GA,5,3,30316.41072
GA,6,2,3057.840762
GA,7,5,2196.056268
GA,11,7,70282.75034
GA,8,4,28923.74624
GA,11,8,8228.165045
GA,4,3,2703.187544
GA,9,6,3416.690113
GA,8,5,22232.02218
GA,8,5,1088.417742
GA,12,7,59071.77555
GA,10,10,43423.58073
GA,8,6,21218.84953
GA,8,7,7142.148367
GA,7,4,3172.700297
GA,7,6,6154.563743
GA,8,7,1729.342974
GA,6,4,16247.91853
GA,7,3,3057.840762
GA,9,5,36017.56657
GA,11,9,37963.30002
GA,10,7,4492.1844
GA,5,3,2390.212395
GA,12,11,13060.82176
GA,7,3,7385.194386
GA,7,5,3421.731686
GA,11,9,52833.06826
GA,3,2,4918.327913
GA,6,6,16596.68883
GA,8,7,6959.254857
GA,9,5,52050.17561
GA,13,11,140856.5031
GA,9,6,2421.603623
GA,9,6,2414.864868
GA,11,6,1739.393885
GA,3,2,3167.784187
GA,4,4,5404.069768
GA,7,6,9819.318007
GA,9,6,12373.43052
GA,9,5,11717.54279
GA,7,7,11501.57183
GA,13,9,39794.25659
GA,8,3,7450.462632
GA,8,4,28202.52764
GA,9,7,31996.00746
GA,8,5,3150.596726
GA,7,4,3602.313924
GA,8,5,19231.43204
GA,5,3,978.473778
GA,11,9,67171.00511
GA,7,7,6004.917121
GA,4,3,1673.409546
GA,11,6,35411.41155
GA,6,2,3525.633856
GA,9,5,7020.044514
GA,8,8,1739.393885
GA,10,7,5292.869809
GA,10,10,7565.143887
GA,7,5,18989.84487
GA,12,5,64180.32457
GA,11,6,18549.59507
GA,7,7,2775.768888
GA,5,3,6765.287252
GA,12,8,63711.91656
GA,7,4,3128.544725
GA,10,8,15332.79963
GA,10,9,43170.91435
GA,4,2,1490.182744
GA,5,4,1753.499909
GA,9,6,77107.83375
GA,8,5,9118.449577
GA,11,7,51482.64245
GA,11,8,44462.84537
GA,12,6,40671.52093
GA,9,6,20789.48344
GA,4,4,10780.32868
GA,11,5,36805.12418
GA,4,2,7372.164309
GA,8,5,20803.2897
GA,8,6,33247.09594
GA,5,5,12606.37635
GA,10,9,5634.725137
GA,7,4,7919.337163
GA,7,4,3033.58422
GA,8,7,11475.1413
GA,4,2,8043.064544
GA,8,5,40936.48919
GA,7,3,2363.414222
GA,9,9,5124.63656
GA,7,5,13381.31811
GA,9,4,52381.63193
GA,4,2,2347.828694
GA,8,6,28243.28756
GA,10,6,5287.038831
GA,10,8,17937.30198
GA,10,6,2677.585336
GA,11,12,4461.847789
GA,6,5,6629.65834
GA,9,6,8486.24009
GA,6,3,6050.596113
GA,10,17,140499.6719
GA,11,6,19808.12329
GA,6,2,13305.90688
GA,8,4,20706.71415
GA,3,3,5365.941465
GA,2,2,4017.773536
GA,6,7,13108.13978
GA,7,6,16320.02331
GA,11,7,56387.97104
GA,11,8,21353.3356
GA,8,6,43417.6759
GA,11,6,6114.742438
GA,10,10,15570.36439
GA,11,7,15237.28514
GA,9,7,15495.21284
GA,13,8,80067.90445
GA,9,5,7023.250059
GA,6,2,19889.67511
GA,8,6,17792.94848
GA,7,3,7926.008528
GA,10,7,4628.152764
GA,6,4,9477.344099
GA,11,6,17810.42445
GA,9,3,21805.22704
GA,9,5,18090.82808
GA,8,7,1168.547404
GA,10,7,2154.859875
GA,9,7,22784.7972
GA,7,5,19998.5831
GA,10,9,85088.18597
GA,7,8,8726.277907
GA,7,6,27867.02734
GA,9,8,25630.34897
GA,9,4,39400.73564
GA,5,4,8602.551311
GA,8,5,5208.52677
GA,7,4,1195.085534
GA,9,15,6342.567199
GA,9,5,7687.011194
GA,9,4,33284.77287
GA,8,2,8916.439608
GA,8,4,19595.7102
GA,8,5,6702.090619
GA,9,8,42596.89402
GA,10,6,104742.8269
GA,11,13,31239.34368
GA,12,10,53979.93372
GA,9,3,32293.95041
GA,8,4,16699.23621
GA,7,2,1362.12189
GA,12,5,48487.14175
GA,9,6,5953.284742
GA,6,5,4497.707281
GA,6,4,4232.457066
GA,7,4,2133.281835
GA,11,5,26433.74695
GA,5,3,39474.76942
GA,7,4,843.8814091
GA,9,5,5301.621601
GA,10,7,14795.56569
GA,7,7,6838.208368
GA,6,3,7087.434465
GA,7,7,10125.46534
GA,10,4,29905.15123
GA,7,4,10252.43134
GA,7,2,4898.42122
GA,10,6,35802.24636
GA,10,3,25763.67696
GA,10,4,6361.162819
GA,9,6,6850.916139
GA,8,4,89272.78707
GA,11,7,84544.14173
GA,6,5,3788.572683
GA,6,3,4742.952541
GA,9,8,28029.52728
GA,11,11,211345.3396
GA,5,3,6771.617498
GA,3,2,2860.858014
GA,9,6,11081.12864
GA,9,7,11301.96442
GA,12,9,64367.97171
GA,9,6,46836.90871
GA,9,6,8063.190899
GA,9,10,15541.12771
GA,8,5,6927.333413
GA,8,4,80075.14551
GA,8,10,7565.143887
GA,4,3,15990.07458
GA,12,10,25187.61048
GA,9,8,5518.995784
GA,6,5,1707.294771
GA,8,7,8933.795265
GA,13,5,18474.34132
GA,12,8,19573.15707
GA,10,6,37525.49891
GA,7,4,1390.041056
GA,8,8,16630.84917
GA,8,6,2573.706334
GA,10,7,8086.690819
GA,4,4,15208.25857
GA,9,14,154071.1434
GA,9,5,16922.13808
GA,5,4,930.695082
GA,9,6,31964.10732
GA,11,9,54264.76453
GA,3,3,657.0574589
GA,10,7,8695.291066
GA,10,6,95949.5146
GA,12,13,57101.7406
GA,10,5,9722.729498
GA,9,5,6898.644543
GA,12,6,18847.16469
GA,10,5,13179.2219
GA,6,5,20289.98126
GA,7,5,1727.334043
GA,5,4,12520.7964
GA,7,6,7548.724701
GA,10,8,5237.5582
GA,8,6,6032.311217
GA,7,3,2619.705366
GA,7,5,33343.99442
GA,12,6,21353.3356
GA,5,4,6441.943901
GA,8,9,161184.7372
GA,8,5,1299.54422
GA,8,8,1904.920494
GA,7,6,1499.749835
GA,6,3,12065.10211
GA,10,6,26294.29744
GA,9,6,42602.76142
GA,8,6,6598.246989
GA,15,10,49380.72093
GA,12,11,7401.494228
GA,10,5,12927.06713
GA,8,5,13696.38276
GA,6,2,40447.2822
GA,8,8,28034.60791
GA,8,6,1717.304663
GA,8,5,2279.223171
GA,8,6,6560.622436
GA,8,4,2071.119119
GA,8,6,10190.69701
GA,7,4,43965.7987
GA,11,9,40234.97006
GA,9,6,9512.775906
GA,11,4,15964.78853
GA,6,6,2030.724355
GA,5,3,9434.880979
GA,8,6,11584.76912
GA,9,7,8520.392668
GA,10,3,17492.37246
GA,8,4,4656.06528
GA,8,5,14615.18189
GA,4,2,1867.705061
GA,5,2,5395.264563
GA,7,3,4213.523756
GA,8,5,5844.440619
GA,6,5,2930.021875
GA,13,7,70407.087
GA,11,4,49977.41076
GA,4,3,4656.06528
GA,9,8,84448.69992
GA,7,6,3515.45207
GA,7,9,21177.1741
GA,9,8,40349.69686
GA,7,8,20546.09909
GA,9,3,15491.04339
GA,9,7,17631.55743
GA,12,7,40544.99762
GA,10,11,22803.77428
GA,12,6,18474.34132
GA,6,5,6476.222885
GA,9,11,21344.0562
GA,13,6,19325.65295
GA,11,9,13222.72363
GA,8,4,1875.953582
GA,10,6,9470.259855
GA,12,9,1849.189328
GA,9,5,3477.354503
GA,12,9,69951.52369
GA,8,5,9188.452899
GA,13,8,7558.575374
GA,11,9,24164.5941
GA,11,4,26035.97615
GA,12,7,104995.3543
GA,6,5,1808.262451
GA,9,5,3848.729112
GA,10,5,50131.58817
GA,10,6,10339.80122
GA,8,7,2266.021797
GA,7,5,10288.80596
GA,10,4,23389.91522
GA,6,4,8633.427725
GA,8,5,3733.925841
GA,12,8,33581.2312
GA,4,3,1241.550362
GA,4,3,8930.321989
GA,9,9,63378.03178
GA,8,6,1851.24257
GA,7,8,1896.629672
GA,9,9,14293.16736
GA,3,2,3089.468636
GA,9,7,40919.22376
GA,8,2,2642.807576
GA,7,5,56966.45808
GA,10,9,20569.01563
GA,8,5,23865.27332
GA,9,7,7598.014962
GA,5,3,3700.22695
GA,6,2,3118.760908
GA,7,6,15067.51503
GA,9,6,90089.15992
GA,12,6,24212.98954
GA,11,8,22359.18272
GA,8,5,10299.72738
GA,8,5,42124.40975
GA,4,4,4830.376184
GA,8,4,5087.176113
GA,8,5,4162.275858
GA,8,12,8698.73052
GA,11,6,15316.1751
GA,11,6,47030.07009
GA,10,6,11260.67933
GA,8,8,32038.49394
GA,7,3,13206.89993
GA,9,5,9498.597895
GA,3,2,12015.24468
GA,11,7,108336.2746
GA,4,4,2754.630752
GA,9,3,102354.0932
GA,9,8,67545.49488
GA,10,6,23389.91522
GA,5,3,2041.32903
GA,9,5,6494.948093
GA,11,5,46487.51357
