Sample,FFT_#,q#,Vol_wt
GA,10,9,7007.232957
GA,7,4,6860.453551
GA,7,5,13889.00564
GA,8,3,6736.824161
GA,10,6,8612.840376
GA,8,5,12649.24264
GA,5,3,5298.70293
GA,8,4,33457.12916
GA,9,6,16562.55574
GA,7,4,3286.476069
GA,8,3,25423.4171
GA,11,6,34225.7035
GA,6,5,6739.983177
GA,10,5,8916.439608
GA,10,8,23208.30336
GA,7,9,12746.83602
GA,10,15,57398.43071
GA,7,6,17357.88981
GA,6,3,9708.447887
GA,10,5,13760.49073
GA,10,4,11122.19003
GA,8,6,6432.607391
GA,13,7,46686.18925
GA,7,4,22581.11589
GA,8,9,98782.41785
GA,8,6,2771.067105
GA,5,4,3515.45207
GA,8,5,16430.50193
GA,7,5,8947.686643
GA,8,9,20886.18317
GA,6,5,15092.32216
GA,8,4,63892.45014
GA,5,2,842.3005571
GA,10,3,6392.191176
GA,7,3,7010.43368
GA,9,5,3419.211719
GA,9,5,24285.63885
GA,8,3,20720.50619
GA,9,5,36660.52232
GA,4,3,2663.656464
GA,9,7,4138.074104
GA,9,5,20094.0467
GA,3,3,2624.319983
GA,10,8,28426.93841
GA,8,6,12478.07934
GA,8,4,3396.548616
GA,9,5,11286.9443
GA,8,4,1929.865163
GA,8,5,8224.788773
GA,11,8,7209.928456
GA,4,3,843.8814091
GA,8,4,27806.16996
GA,10,6,4838.865404
GA,5,3,3940.875999
GA,9,5,18518.59635
GA,6,5,912.7819817
GA,3,3,652.6979183
GA,9,9,25261.2208
GA,10,5,50533.1673
GA,12,7,40734.83184
GA,11,7,42013.86366
GA,4,2,2372.335086
GA,11,6,3259.14787
GA,11,7,8791.813388
GA,11,5,25339.81942
GA,6,3,8204.528743
GA,8,5,60655.90007
GA,5,3,3482.427999
GA,6,5,5889.710061
GA,6,3,1824.596921
GA,4,3,1663.485845
GA,9,3,2966.013367
GA,8,5,3930.308859
GA,8,6,17318.91106
GA,11,13,29848.04114
GA,8,6,7055.317932
GA,8,3,12750.74663
GA,8,3,3512.907017
GA,13,7,25936.84908
GA,9,5,9139.428696
GA,8,3,9237.564445
GA,10,5,61077.1318
GA,9,7,2030.724355
GA,5,3,3467.219451
GA,8,12,21763.16677
GA,8,5,2064.722877
GA,4,3,1808.262451
GA,8,11,8947.686643
GA,10,8,64086.53949
GA,9,3,16566.81918
GA,6,2,20303.67199
GA,10,4,9919.820903
GA,6,2,6576.292022
GA,8,5,17749.27968
GA,8,5,10747.07712
GA,10,7,5412.882393
GA,8,12,7902.66545
GA,7,7,4754.202268
GA,8,9,26583.42909
GA,10,4,6463.751292
GA,9,8,22936.76975
GA,6,4,10965.68259
GA,6,3,7700.224079
GA,7,5,5459.959406
GA,5,2,6065.848979
GA,10,6,28161.7919
GA,4,3,7000.827235
GA,6,5,4514.289487
GA,10,6,4522.589455
GA,8,5,105453.5324
GA,10,6,7779.663008
GA,10,7,23595.99269
GA,9,4,2841.876325
GA,10,5,26893.65843
GA,10,5,15436.84466
GA,10,8,17297.26796
GA,8,6,6120.862972
GA,7,5,8709.057773
GA,8,4,58058.03818
GA,9,4,3457.094266
GA,13,5,54461.25914
GA,8,6,13290.05006
GA,9,6,22359.18272
GA,7,5,4541.974144
GA,11,9,82714.7498
GA,9,5,60445.61946
GA,10,6,16965.11444
GA,9,4,29222.17769
GA,6,4,7886.005453
GA,8,10,15545.30166
GA,9,5,7113.16556
GA,7,5,31688.35326
GA,10,7,44914.12847
GA,12,6,7716.752301
GA,8,13,30081.92441
GA,10,12,27285.65283
GA,7,5,1567.286152
GA,10,13,34563.12356
GA,8,6,21758.4974
GA,8,5,11482.69033
GA,9,7,29387.26053
GA,3,2,6560.622436
GA,8,5,2992.498767
GA,10,4,50020.5689
GA,9,5,4189.222887
GA,9,7,7909.332132
GA,13,11,110408.8826
GA,10,10,22269.67652
GA,8,9,7145.369498
GA,9,5,23089.07442
GA,8,5,22765.82538
GA,6,4,35378.46339
GA,4,6,47495.93221
GA,5,2,38149.07331
GA,8,7,3162.870618
GA,9,4,6828.68128
GA,10,6,73651.39894
GA,8,5,17475.00118
GA,8,8,2920.449765
GA,12,7,32288.60061
GA,8,3,8715.943849
GA,9,5,3684.709601
GA,12,4,42363.36052
GA,9,5,8650.597899
GA,6,4,1494.006788
GA,9,7,27320.92442
GA,5,3,8640.293814
GA,7,9,155751.7004
GA,3,2,3361.394408
GA,10,5,71640.58138
GA,8,8,59326.13714
GA,7,3,6075.007389
GA,9,8,44125.35485
GA,7,5,5392.328804
GA,7,4,1739.393885
GA,8,8,2594.372385
GA,11,6,9615.781808
GA,10,7,9066.059631
GA,6,3,5871.588855
GA,8,5,24164.5941
GA,12,8,12138.09701
GA,4,3,787.5997025
GA,10,9,11801.25636
GA,8,5,7349.378678
GA,12,6,49651.06101
GA,5,2,14398.88705
GA,5,4,46613.94032
GA,8,5,8160.694224
GA,7,9,16082.91173
GA,8,5,1321.518842
GA,11,7,25729.08896
GA,7,6,6822.333297
GA,11,13,35697.53823
GA,7,7,58648.68881
GA,11,4,58278.48441
GA,8,5,5715.312518
GA,5,4,1216.458283
GA,11,6,14742.19148
GA,6,5,1100.48897
GA,11,11,29765.02423
GA,4,2,3692.466717
GA,9,4,2473.468085
GA,7,6,2101.052728
GA,9,3,12342.48249
GA,11,7,44896.26764
GA,9,4,32065.08136
GA,9,6,5688.407684
GA,7,8,29516.45497
GA,10,5,35548.87949
GA,8,5,16973.71407
GA,4,2,781.4265567
GA,9,4,2596.672928
GA,11,7,15905.83587
GA,9,6,2261.627679
GA,11,10,7956.054332
GA,8,6,9181.44768
GA,8,7,10453.01558
GA,9,7,25541.59921
GA,10,7,81964.94657
GA,7,8,15175.10212
GA,9,4,9919.820903
GA,10,10,4151.514251
GA,10,7,3333.859538
GA,7,5,5587.149672
GA,8,5,9184.950067
GA,8,5,10453.01558
GA,12,9,6629.65834
GA,9,5,27821.38128
GA,10,10,44504.35437
GA,8,5,27633.99009
GA,13,7,23504.85491
GA,9,8,1898.700318
GA,8,9,2619.705366
GA,9,5,31513.78816
GA,10,5,19123.9334
GA,8,6,15977.43178
GA,11,7,8170.804096
GA,8,3,16104.03243
GA,8,3,3011.809324
GA,7,5,5363.011036
GA,4,4,14939.579
GA,9,7,21856.67033
GA,8,4,26978.93374
GA,6,6,6513.688511
GA,8,9,12911.36232
GA,5,3,2813.480768
GA,8,6,6673.713734
GA,5,4,4539.20463
GA,11,4,8019.607
GA,11,5,71459.92942
GA,6,2,1314.180873
GA,8,4,2086.068027
GA,8,5,2466.683543
GA,8,6,17919.7846
GA,10,7,16243.68263
GA,10,5,10387.22775
GA,7,9,5977.564619
GA,8,6,2521.143621
GA,8,5,2794.602567
GA,4,2,3676.957924
GA,8,5,8826.373625
GA,8,6,7155.041576
GA,12,5,65147.4819
GA,7,4,1863.585346
GA,7,3,8978.970093
GA,10,7,30656.19848
GA,8,7,3954.099403
GA,5,3,11320.74303
GA,8,4,5916.928104
GA,8,6,34786.8544
GA,5,6,10511.61014
GA,11,10,10876.58273
GA,2,3,796.8898668
GA,8,6,26718.37786
GA,6,5,5217.22925
GA,6,5,9213.000908
GA,8,5,1274.063152
GA,9,5,37234.55663
GA,10,3,48389.53964
GA,10,5,3856.599582
GA,10,4,34198.58036
GA,8,9,11441.18946
GA,10,8,27760.55718
GA,8,4,4830.376184
GA,7,4,33397.84067
GA,12,4,44902.23876
GA,3,3,3251.707127
GA,10,13,27014.06822
GA,12,11,10828.4184
GA,9,4,4275.83896
GA,7,5,6441.943901
GA,9,5,15821.7456
GA,6,4,16019.5975
GA,3,2,8465.767445
GA,9,6,21613.83761
GA,11,5,44320.6117
GA,8,4,56285.32872
GA,10,6,60215.88555
GA,4,3,13893.02612
GA,8,6,7515.922026
GA,7,5,12540.23027
GA,12,10,22467.70036
GA,10,13,9658.514201
GA,7,5,1511.256218
GA,4,3,4614.21625
GA,14,5,69215.05571
GA,8,3,15295.40475
GA,8,5,1810.302267
GA,10,4,10063.98419
GA,8,8,5560.447789
GA,6,3,4782.367946
GA,4,2,8947.686643
GA,4,2,625.3143184
GA,12,7,42737.26135
GA,11,13,12377.30605
GA,9,9,43129.82426
GA,8,5,34808.69561
GA,10,3,31720.16142
GA,10,6,11687.15202
GA,6,4,25021.02195
GA,13,8,13596.41069
GA,9,3,18722.61711
GA,4,2,3919.748815
GA,7,4,4100.522432
GA,11,3,4519.823888
GA,7,5,13520.60037
GA,9,7,26988.97125
GA,5,4,2345.606137
GA,9,9,6154.563743
GA,7,5,16451.77746
GA,6,4,1838.929002
GA,6,4,2045.575672
GA,8,5,8829.833374
GA,7,4,6451.287715
GA,7,5,2241.888386
GA,10,5,26393.87723
GA,7,5,6225.229249
GA,7,5,1107.406271
GA,7,4,49294.78686
GA,11,9,16417.74407
GA,7,6,6898.644543
GA,9,6,42509.2819
GA,10,10,39942.86133
GA,8,5,9776.349422
GA,8,6,3833.006608
GA,11,8,28723.65262
GA,11,11,90164.21382
GA,8,7,56394.41342
GA,11,6,1822.551748
GA,11,6,56754.13689
GA,12,7,24169.42958
GA,8,5,17792.94848
GA,8,4,12019.07557
GA,8,7,27760.55718
GA,7,6,83466.89111
GA,11,7,31292.05658
GA,11,6,85773.59606
GA,10,9,21866.02761
GA,9,5,10898.83414
GA,4,3,2740.567216
GA,8,5,22316.76902
GA,12,5,30113.15324
GA,11,5,56721.97435
GA,6,4,128051.281
GA,9,6,6927.333413
GA,10,7,4373.985106
GA,10,4,66092.39881
GA,8,5,34068.27518
GA,11,6,82590.86574
GA,10,15,19191.0935
GA,5,2,2691.540489
GA,10,5,37122.8646
GA,8,6,4305.748981
GA,11,5,27245.35912
GA,9,9,28626.34227
GA,8,7,5095.813096
GA,10,6,7852.723619
GA,10,4,5139.066013
GA,7,5,5953.284742
GA,6,3,5457.011958
GA,4,3,9651.388282
GA,7,4,2370.10482
GA,3,2,15893.21154
GA,7,4,38329.43353
GA,7,2,3843.485894
GA,3,3,2796.960817
GA,5,3,24918.31211
GA,6,5,2363.414222
GA,4,3,24888.98982
GA,8,17,26199.81047
GA,6,3,6629.65834
GA,9,6,19213.49898
GA,8,3,26768.42031
GA,5,2,3089.468636
GA,9,11,4333.001486
GA,6,3,2049.825254
GA,13,12,11373.38648
GA,6,5,7929.343418
GA,8,7,5751.25229
GA,9,4,8486.24009
GA,4,3,4547.517346
GA,12,11,83781.48307
GA,10,5,3700.22695
GA,6,5,20481.96824
GA,10,6,6246.789584
GA,8,5,3988.547374
GA,12,13,18727.05836
GA,8,7,36688.28112
GA,11,5,54435.9027
GA,8,6,8063.190899
GA,12,5,11114.72086
GA,9,3,62512.72073
GA,5,2,23932.75356
GA,8,5,9336.04895
GA,8,6,12199.67921
GA,5,4,1281.32745
GA,10,6,2603.574507
GA,9,5,21103.14409
GA,9,11,10533.61
GA,10,5,5165.076714
GA,9,5,8404.454598
GA,8,3,4221.632835
GA,8,8,1207.537493
GA,9,5,3048.131288
GA,4,2,4343.917547
GA,4,3,12080.45617
GA,10,6,15541.12771
GA,8,5,74515.80265
GA,3,3,11241.93065
GA,8,6,10522.60979
GA,11,7,65821.9772
GA,8,5,24713.3154
GA,10,6,9970.200136
GA,4,2,3045.704442
GA,3,3,7023.250059
GA,10,8,8850.592048
GA,8,6,4622.574478
GA,8,6,3938.232143
GA,6,5,3424.254532
GA,9,5,32134.2049
GA,6,4,21066.15944
GA,8,10,19989.50021
GA,9,5,31091.90056
GA,6,3,3707.994933
GA,9,10,6023.174325
GA,9,4,2994.911403
GA,7,7,11539.36585
GA,12,9,36166.87488
GA,2,2,2051.952101
GA,6,7,3576.692056
GA,9,7,13238.55718
GA,5,3,15620.53396
GA,9,5,18209.56545
GA,10,5,23947.21879
GA,9,4,1967.488172
GA,11,12,4625.363341
GA,7,10,5029.727203
GA,9,6,8575.134877
GA,8,4,19546.10717
GA,7,7,2856.108644
GA,3,3,4393.155418
GA,8,5,8595.695236
GA,9,5,4771.09603
GA,10,7,74748.27186
GA,7,5,5101.572936
GA,11,6,5231.747612
GA,9,11,11051.29883
GA,9,5,1779.798396
GA,9,3,31773.11948
GA,9,5,17120.14142
GA,4,3,7281.163025
GA,10,7,20853.92918
GA,2,2,1018.613773
GA,10,5,9202.478109
GA,9,5,15022.07556
GA,11,5,4390.414039
GA,9,5,43200.27992
GA,8,5,29052.25423
GA,11,5,17431.59427
GA,7,5,55409.07133
GA,9,6,2987.6776
GA,13,13,95980.14342
GA,10,23,7055.317932
GA,6,4,3306.398031
GA,9,5,8537.487628
GA,13,8,24884.10681
GA,10,6,7792.931711
GA,6,4,15324.48662
GA,10,10,43942.1889
GA,8,5,39622.9759
GA,10,5,14811.99976
GA,8,5,12696.05542
GA,2,2,2345.606137
GA,7,5,18280.04851
GA,9,5,1306.854896
GA,10,6,35565.40336
GA,7,5,5389.393578
GA,5,3,3138.338752
GA,7,5,20007.67145
GA,9,7,22152.08412
GA,10,6,41752.36209
GA,8,12,25659.95945
GA,10,6,13536.54832
GA,4,2,3597.185135
GA,8,8,10438.38483
GA,7,5,12030.57757
GA,10,6,7496.265051
GA,11,7,5046.938263
GA,14,10,35675.51264
GA,8,5,7479.898818
GA,10,5,5974.526813
GA,9,10,11996.08602
GA,10,5,41259.91355
GA,3,3,1156.231405
GA,4,2,11309.47529
GA,9,7,6724.187373
GA,6,5,3656.316489
GA,3,3,3254.187486
GA,7,5,5769.248973
GA,12,11,76233.41935
GA,7,4,2537.102769
GA,7,5,4742.952541
GA,7,6,5904.826634
GA,4,3,5322.059437
GA,7,7,98983.57235
GA,7,4,11984.59503
GA,14,10,91013.44527
GA,5,4,3622.853424
GA,7,7,12629.75258
GA,8,6,14828.43991
GA,8,5,13460.84962
GA,6,3,7093.863604
GA,11,6,2496.133463
GA,9,6,6863.631771
GA,10,7,2376.799718
GA,8,3,29946.71504
GA,10,8,100473.4884
GA,10,5,23937.57354
GA,8,5,13377.34406
GA,9,9,6142.30228
GA,9,6,7680.404629
GA,10,5,17998.66165
GA,8,3,3809.46194
GA,4,4,8353.475178
GA,8,6,16341.25107
GA,7,3,14074.44257
GA,8,4,2430.597018
GA,10,10,52425.47112
GA,8,4,3517.997737
GA,3,3,3490.038314
GA,9,22,19209.0196
GA,7,5,17871.63927
GA,10,11,101712.9566
GA,8,5,3523.088631
GA,8,8,9630.021048
GA,10,5,7713.444526
GA,7,6,4827.546704
GA,8,6,11241.93065
GA,4,3,12003.74757
GA,8,5,4273.122209
GA,7,7,57050.22479
GA,8,5,2224.391706
GA,8,6,12883.89245
GA,10,6,15420.1826
GA,10,5,14098.68896
GA,4,4,12385.0479
GA,12,9,120966.0888
GA,9,4,10201.58036
GA,11,6,15721.03436
GA,4,2,5730.278519
GA,11,8,17937.30198
GA,12,8,18985.37893
GA,6,3,2405.890943
GA,9,3,21805.22704
GA,9,6,71009.05843
GA,3,2,4720.479758
GA,7,3,2764.018361
GA,9,7,88436.50632
GA,3,2,13429.01603
GA,10,8,69744.76432
GA,8,4,10321.57852
GA,11,5,10347.09265
GA,4,3,24314.71801
GA,9,5,16737.74477
GA,9,5,14110.81918
GA,5,3,2139.748031
GA,8,12,67102.96849
GA,11,7,30165.22996
GA,8,5,30593.37353
GA,8,3,9769.194634
GA,9,5,10943.38574
GA,12,8,60952.00029
GA,8,7,1230.775707
GA,10,6,60965.16489
GA,5,2,702.6663124
GA,4,4,2473.468085
GA,7,5,6348.762797
GA,8,5,74142.94279
GA,11,4,8513.558495
GA,7,6,4316.642127
GA,7,6,26673.37262
GA,5,4,11392.20791
GA,9,8,43529.49145
GA,10,9,11193.23553
GA,9,4,28621.22613
GA,8,5,35835.37496
GA,7,5,6007.957342
GA,8,5,7660.605168
GA,5,2,5208.52677
GA,7,5,4639.311056
GA,7,3,3140.789951
GA,9,5,5889.710061
GA,8,9,1771.693497
GA,9,4,1802.151257
GA,10,6,43788.72258
GA,9,5,4898.42122
GA,10,4,19510.06004
GA,10,7,23653.60714
GA,9,7,8201.155707
GA,8,5,10828.4184
GA,7,6,2482.527184
GA,7,7,5724.29109
GA,8,8,8486.24009
GA,10,5,31034.0349
GA,7,6,7456.999685
GA,7,5,4583.604284
GA,11,6,8788.361708
GA,9,8,6755.794165
GA,11,7,67279.87489
GA,5,5,3846.10838
GA,11,8,23543.21845
GA,8,5,14660.20775
GA,5,3,25118.96981
GA,11,9,37777.87959
GA,10,7,6370.464651
GA,11,5,4929.714513
GA,8,5,5965.421923
GA,9,8,4544.744221
GA,1,2,505.0507755
GA,8,6,7644.117159
GA,9,7,12015.24468
GA,8,5,8009.562904
GA,4,3,4256.841086
GA,6,3,2230.948585
GA,6,7,1461.605929
GA,8,5,3825.152231
GA,9,5,3424.254532
GA,11,8,15973.21573
GA,7,3,5345.447539
GA,5,4,94505.30662
GA,6,3,56048.25388
GA,8,4,3736.520847
GA,9,5,14098.68896
GA,5,2,5188.235498
GA,9,5,3964.687803
GA,8,5,8120.299502
GA,8,6,27735.22652
GA,11,11,11539.36585
GA,11,9,11238.18418
GA,11,12,108184.7149
GA,10,7,12946.70886
GA,12,7,22642.62857
GA,8,5,9880.297862
GA,12,12,97763.0767
GA,3,2,9894.663206
GA,11,11,143730.6313
GA,5,3,11816.49772
GA,12,6,39440.55495
GA,8,6,2489.326208
GA,8,4,21744.48293
GA,11,7,50285.92379
GA,5,4,5643.661332
GA,5,4,10383.57548
GA,8,7,95635.58574
GA,9,5,23461.73267
GA,7,5,11645.40259
GA,6,3,3911.837954
GA,5,5,23012.88222
GA,5,4,19366.08145
GA,9,6,45045.03789
GA,10,6,7690.312226
GA,7,6,14935.4526
GA,10,4,23610.38976
GA,8,4,5769.248973
GA,5,4,19200.05384
GA,8,7,1083.25752
GA,3,3,1902.845729
GA,11,6,15017.94899
GA,10,6,50725.05607
GA,6,4,24630.49991
GA,8,8,4503.232422
GA,9,6,40343.93479
GA,6,3,3006.977804
GA,8,5,7555.29036
GA,2,2,1480.637792
GA,5,2,11301.96442
GA,11,7,13072.6468
GA,3,2,2496.133463
GA,9,6,10662.25588
GA,7,8,38617.56474
GA,12,7,23942.39816
GA,11,5,31497.93627
GA,8,6,13552.50611
GA,7,4,5808.307371
GA,10,10,75213.99707
GA,9,4,20642.41645
GA,8,8,11411.03634
GA,9,7,36299.79921
GA,5,3,5234.65394
GA,2,2,1853.298415
GA,9,7,66329.30552
GA,9,6,23456.94484
GA,5,4,2323.407273
GA,5,3,12754.65415
GA,8,5,3574.1346
GA,3,2,7365.649228
GA,10,4,97485.69935
GA,6,4,38278.6675
GA,8,7,8691.852066
GA,9,4,6212.921006
GA,3,3,5255.005468
GA,11,5,13159.46323
GA,12,10,105082.1942
GA,8,6,63992.80014
GA,9,4,20964.57044
GA,12,7,31197.18998
GA,12,12,25566.24384
GA,7,7,13218.76888
GA,8,6,56625.58082
GA,4,3,2537.102769
GA,9,8,8326.326229
GA,10,5,31667.18537
GA,7,5,1765.622013
GA,8,5,1406.882293
GA,9,6,14939.579
GA,3,2,1314.180873
GA,7,4,5018.264056
GA,14,18,25502.18782
GA,10,4,22330.90535
GA,12,11,7456.999685
GA,6,5,7663.905374
GA,11,8,14191.76767
GA,8,6,3589.49537
GA,8,7,18518.59635
GA,10,7,1279.509678
GA,9,4,15616.34955
GA,8,2,24237.19502
GA,7,4,1697.306192
GA,6,5,6560.622436
GA,8,5,8289.05025
GA,9,4,2877.502575
GA,4,2,6209.843836
GA,6,3,30802.94603
GA,11,7,58401.81844
GA,8,6,17714.36962
GA,8,5,3661.473216
GA,8,4,4692.436344
GA,6,3,3389.004668
GA,10,8,68364.86811
GA,8,4,5971.492242
GA,9,8,6523.066869
GA,8,6,4731.711702
GA,10,9,40994.19608
GA,8,5,17766.74135
GA,13,7,72986.04489
GA,13,4,26973.9132
GA,11,12,103341.9278
GA,8,4,9608.666417
GA,7,7,18718.17223
GA,7,3,8002.868171
GA,9,3,16451.77746
GA,7,6,2071.119119
GA,7,3,4600.293754
GA,9,5,49521.99873
GA,9,8,12007.58068
GA,5,3,4966.785362
GA,10,6,35940.21755
GA,10,9,5336.671685
GA,9,5,4633.72829
GA,5,2,3175.160407
GA,10,4,8537.487628
GA,8,3,20107.69323
GA,6,2,1616.129386
GA,9,8,10336.15452
GA,9,5,11976.93755
GA,11,4,50366.22528
GA,8,5,11497.79335
GA,8,5,15274.64008
GA,7,6,8847.132692
GA,8,6,9272.698412
GA,9,3,8083.331002
GA,7,5,5904.826634
GA,11,6,9477.344099
GA,4,2,544.1846219
GA,10,8,18882.8031
GA,10,6,22076.9296
GA,10,6,18585.04107
GA,10,16,26219.69609
GA,10,4,9876.706004
GA,10,9,15800.74532
GA,10,5,91329.73659
GA,12,12,42281.70928
GA,10,5,5121.750741
GA,5,3,1416.266397
GA,6,3,3079.725766
GA,8,10,460.4271692
GA,9,3,7470.079525
GA,9,9,11208.21063
GA,8,8,44997.43917
GA,8,6,5766.249569
GA,13,38,55287.93972
GA,9,5,12188.12356
GA,10,9,10390.88045
GA,4,2,5691.393532
GA,10,5,8819.458582
GA,2,3,2148.378477
GA,9,6,11953.97491
GA,10,5,55364.41556
GA,9,5,43394.16464
GA,6,3,11919.55679
GA,10,14,20436.20436
GA,9,6,78464.97003
GA,6,4,9505.686019
GA,9,4,22993.84302
GA,11,5,24957.42494
GA,8,3,16583.88809
GA,9,7,19618.27198
GA,7,9,25664.89711
GA,3,3,3067.560523
GA,6,4,5208.52677
GA,10,5,27039.18197
GA,3,2,6166.836104
GA,8,5,7545.441114
GA,13,9,19853.41381
GA,12,5,24630.49991
GA,8,5,6654.820942
GA,7,3,11081.12864
GA,7,5,2367.873253
GA,6,5,44214.06269
GA,10,5,22415.77748
GA,6,3,9195.466184
GA,10,6,75263.4535
GA,8,3,10442.04352
GA,12,7,7588.150126
GA,8,4,8722.834826
GA,6,5,1037.189784
GA,3,3,7677.105015
GA,9,5,42825.02971
GA,10,6,63244.65365
GA,9,7,1871.827807
GA,8,5,6812.81359
GA,8,4,7976.104911
GA,4,2,4494.946795
GA,10,7,3695.052085
GA,6,2,14602.90879
GA,8,5,2523.422319
GA,9,7,5814.326638
GA,10,11,7919.337163
GA,6,3,4478.385863
GA,7,4,20094.0467
GA,10,10,33311.65231
GA,5,2,1325.192931
GA,8,3,11395.97142
GA,8,5,24864.56482
GA,10,6,27477.30637
GA,10,11,5304.538192
GA,9,6,11403.50643
GA,6,5,2412.619337
GA,7,6,10006.23504
GA,9,5,2799.31973
GA,10,6,32379.25274
GA,12,11,45343.07009
GA,9,5,49208.90269
GA,8,5,26418.7929
GA,8,5,76304.41057
GA,8,3,19034.50743
GA,7,7,10596.03107
GA,13,8,25310.33705
GA,12,11,41665.33324
GA,10,6,9840.827451
GA,3,2,8414.664104
GA,5,3,5959.350943
GA,8,5,1559.518123
GA,8,9,22903.49246
GA,8,4,29754.65834
GA,9,5,15357.75143
GA,8,9,2419.356005
GA,8,4,3050.556604
GA,8,5,9286.76318
GA,9,6,5173.757535
GA,6,5,14956.0625
GA,8,5,5853.486272
GA,8,5,21362.62467
GA,9,7,30311.19582
GA,11,9,35444.36992
GA,5,7,25714.27344
GA,6,6,10049.53733
GA,8,7,8972.015416
GA,8,8,25069.97774
GA,11,9,10482.29757
GA,9,4,3358.887098
GA,11,7,14224.1888
GA,8,6,1000.148504
GA,10,6,50873.77256
GA,10,6,28605.8658
GA,6,2,7437.394258
GA,7,5,7832.774073
GA,9,6,4437.077718
GA,6,4,3199.785386
GA,8,4,12707.76586
GA,10,43,25423.4171
GA,7,3,3988.547374
GA,4,2,8079.97466
GA,6,4,5766.249569
GA,6,2,6154.563743
GA,9,5,94573.91275
GA,9,5,34557.65127
GA,10,8,25182.70362
GA,9,7,3893.396076
GA,9,6,27714.96937
GA,8,5,5471.749216
GA,3,2,3404.095897
GA,13,11,21553.27191
GA,7,4,4300.305849
GA,10,9,15441.01298
GA,8,4,17858.5148
GA,12,6,20983.02824
GA,13,6,14594.72986
GA,8,6,3604.878083
GA,6,3,25976.48301
GA,7,2,1919.459338
GA,8,7,30865.91401
GA,8,5,3911.837954
GA,3,3,4519.823888
GA,11,7,32603.49795
GA,9,7,48072.79954
GA,10,7,4972.496191
GA,8,6,3872.354236
GA,11,7,4875.705144
GA,9,12,14668.3989
GA,8,6,26733.3927
GA,10,8,23155.81997
GA,9,6,8221.409936
GA,8,5,24382.61883
GA,9,11,6532.449723
GA,4,2,6311.619475
GA,8,5,3661.473216
GA,9,7,14382.60362
GA,9,5,33662.27506
GA,10,8,17422.91798
GA,10,6,8469.179427
GA,8,4,3138.338752
GA,8,6,8066.544915
GA,9,5,16490.09882
GA,10,4,34994.62836
GA,7,4,15353.59062
GA,8,5,37184.27887
GA,7,6,4194.618762
GA,8,3,4995.361369
GA,7,6,5808.307371
GA,7,5,42509.2819
GA,3,2,2094.625787
GA,10,12,47902.51364
GA,10,9,25625.41795
GA,12,4,105342.8573
GA,6,5,6243.709594
GA,9,7,1875.953582
GA,11,11,40590.97215
GA,8,4,4878.541457
GA,9,8,2500.674395
GA,9,5,14480.37798
GA,11,3,8363.664007
GA,11,11,101221.1893
GA,8,6,9353.672525
GA,13,8,12813.34626
GA,4,3,4208.119784
GA,6,4,6243.709594
GA,9,4,28498.46171
GA,9,5,18341.79214
GA,4,4,9944.999886
GA,7,6,1133.47523
GA,9,6,9647.824384
GA,12,8,9916.224261
GA,10,8,13290.05006
GA,9,7,13989.68441
GA,4,2,14562.0294
GA,11,5,24275.94837
GA,15,11,148348.0822
GA,11,7,17871.63927
GA,10,6,7532.317411
GA,15,11,122483.7187
GA,8,8,7385.194386
GA,8,6,2677.585336
GA,11,8,14574.28737
GA,7,4,2808.757776
GA,9,8,89310.19774
GA,9,5,27563.18898
GA,4,3,10680.67679
GA,8,7,537.3680409
GA,9,5,11505.35073
GA,6,4,796.8898668
GA,10,8,43871.33198
GA,10,7,11032.66714
GA,12,11,19794.54489
GA,7,6,6062.796288
GA,9,3,29765.02423
GA,7,5,5098.691454
GA,9,7,4522.589455
GA,10,8,60084.7652
GA,8,5,4159.585791
GA,11,11,185823.9202
GA,6,8,4608.643572
GA,8,5,1749.466
GA,8,9,25172.89526
GA,6,5,4514.289487
GA,10,12,55536.70082
GA,5,4,8784.907385
GA,12,5,35719.56835
GA,8,5,5339.597309
GA,10,7,20162.32246
GA,9,8,20679.1516
GA,6,4,15170.96158
GA,2,2,7190.539291
GA,3,2,1232.570112
GA,8,6,6482.464483
GA,9,7,15536.9504
GA,8,6,25443.10437
GA,3,2,4376.720608
GA,7,5,43030.12589
GA,10,5,21209.5855
GA,8,5,17950.44572
GA,10,7,39156.14186
GA,3,2,4181.13221
GA,9,5,10347.09265
GA,11,5,4478.385863
GA,7,3,9537.605971
GA,6,4,6222.150048
GA,9,4,8282.27548
GA,2,2,1618.092502
GA,7,5,2523.422319
GA,7,3,3718.359138
GA,9,5,10121.84401
GA,11,9,22020.62591
GA,8,4,16917.84052
GA,3,2,4324.819228
GA,9,5,6317.804982
GA,7,3,10216.10293
GA,8,5,9898.257239
GA,10,5,12536.3413
GA,12,6,10053.14678
GA,9,8,3507.821035
GA,6,3,9388.94973
GA,6,3,4909.794999
GA,9,9,19848.88524
GA,10,8,24557.508
GA,6,3,976.8130916
GA,8,5,6194.473873
GA,10,7,9406.606509
GA,8,7,11942.49739
GA,11,7,26698.37141
GA,9,8,76488.98892
GA,9,8,28780.04145
GA,10,5,78622.61123
GA,7,3,9594.440903
GA,6,5,1175.605754
GA,9,7,2665.9773
GA,7,5,5398.198222
GA,8,5,3421.731686
GA,9,4,12080.45617
GA,6,6,2137.591263
GA,8,6,10307.00937
GA,7,3,18856.07119
GA,7,6,6176.042281
GA,9,7,53443.29771
GA,9,6,12958.49937
